Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,317.37,наличный,Брест,МаксБанк-LBIZ-805,08-03-2006,08:40:15,недостаточно средств,да,13.3
юр. лицо,списание средств,1881.89,наличный,Могилев,Приорбанк-FKJG-081,22-03-2002,00:17:20,недостаточно средств,нет,0.0
физ. лицо,списание средств,1252.01,безналичный,Могилев,Белинвестбанк-PYJI-528,31-12-2004,14:48:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,2334.19,безналичный,Брест,БелАгропромбанк-HFNE-175,17-07-2002,06:53:25,недостаточно средств,да,117.74
юр. лицо,списание средств,1653.67,безналичный,Гродно,Приорбанк-ZPVD-966,19-07-2015,10:37:45,недостаточно средств,да,36.08
юр. лицо,списание средств,540.5,безналичный,Гродно,Беларусбанк-HFHU-219,03-12-2003,11:15:08,недостаточно средств,нет,0.0
физ. лицо,списание средств,3187.49,наличный,Гродно,МаксБанк-SPKJ-406,31-08-2023,00:58:18,недостаточно средств,нет,0.0
юр. лицо,списание средств,4099.07,наличный,Брест,Приорбанк-SQMQ-372,27-07-2000,17:39:02,недостаточно средств,да,332.06
физ. лицо,списание средств,3280.33,безналичный,Гродно,МаксБанк-NWOZ-359,22-06-2015,02:58:42,недостаточно средств,да,125.94
юр. лицо,списание средств,3300.17,безналичный,Минск,БелАгропромбанк-CXDS-957,28-03-2014,18:49:23,недостаточно средств,нет,0.0
физ. лицо,списание средств,3318.51,безналичный,Брест,Беларусбанк-OUUV-119,25-03-2024,20:46:39,недостаточно средств,да,174.23
физ. лицо,списание средств,2537.25,безналичный,Брест,Белинвестбанк-LGJR-640,12-02-2011,17:48:03,недостаточно средств,да,180.49
физ. лицо,списание средств,608.6,безналичный,Брест,Приорбанк-MFZM-921,08-08-2014,06:37:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,4981.88,безналичный,Витебск,БелАгропромбанк-ESSB-569,08-09-2010,00:18:41,недостаточно средств,нет,0.0
физ. лицо,списание средств,2002.94,наличный,Минск,БелАгропромбанк-ZPOG-781,19-03-2010,09:29:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,901.14,безналичный,Минск,МаксБанк-WVEO-704,08-08-2002,08:06:19,недостаточно средств,нет,0.0
физ. лицо,списание средств,697.03,безналичный,Минск,Белинвестбанк-PNOQ-096,21-09-2012,09:52:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,1249.79,наличный,Брест,Беларусбанк-EVLO-536,25-03-2000,22:35:06,недостаточно средств,да,79.83
юр. лицо,списание средств,3940.73,безналичный,Гродно,БелАгропромбанк-RXQB-052,24-12-2020,02:26:23,недостаточно средств,да,206.51
физ. лицо,списание средств,3994.18,наличный,Гродно,Белинвестбанк-KASQ-824,24-09-2007,03:20:18,недостаточно средств,нет,0.0
юр. лицо,списание средств,920.47,наличный,Гомель,МаксБанк-WXGA-661,19-03-2024,20:23:39,недостаточно средств,да,84.1
юр. лицо,списание средств,3212.94,наличный,Минск,МаксБанк-MUNW-905,18-06-2004,16:33:32,недостаточно средств,да,47.2
юр. лицо,списание средств,436.71,безналичный,Витебск,БелАгропромбанк-XMBL-211,05-05-2001,05:19:09,недостаточно средств,нет,0.0
физ. лицо,списание средств,3911.39,безналичный,Витебск,МаксБанк-BFFL-245,17-03-2012,13:08:23,недостаточно средств,да,280.75
физ. лицо,списание средств,3733.01,наличный,Брест,Беларусбанк-HGYI-701,24-10-2016,03:26:51,недостаточно средств,нет,0.0
юр. лицо,списание средств,1442.84,наличный,Могилев,МаксБанк-BVFC-109,24-02-2002,16:11:38,недостаточно средств,нет,0.0
физ. лицо,списание средств,2732.99,безналичный,Брест,МаксБанк-PIAL-890,03-11-2007,06:28:21,недостаточно средств,да,126.3
физ. лицо,списание средств,3228.15,наличный,Гродно,МаксБанк-VYIT-012,30-03-2001,15:16:04,недостаточно средств,да,36.91
физ. лицо,списание средств,3397.1,безналичный,Минск,Беларусбанк-ZKDO-424,19-06-2020,14:43:26,недостаточно средств,нет,0.0
юр. лицо,списание средств,137.75,наличный,Витебск,Приорбанк-NJBC-999,08-09-2002,16:43:29,недостаточно средств,нет,0.0
физ. лицо,списание средств,1983.99,наличный,Могилев,БелАгропромбанк-XTBA-008,16-08-2011,19:01:52,недостаточно средств,да,105.76
физ. лицо,списание средств,2635.65,наличный,Гродно,БелАгропромбанк-MSVA-475,29-12-2024,09:35:53,недостаточно средств,да,84.92
