Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2423.4,безналичный,Гродно,БелАгропромбанк-QGSA-186,11-03-2000,22:17:56,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2787.52,безналичный,Могилев,МаксБанк-CPNB-582,24-03-2004,02:53:22,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1066.38,безналичный,Витебск,Белинвестбанк-IWTC-837,27-08-2012,16:42:56,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3556.56,безналичный,Минск,БелАгропромбанк-QBJQ-083,02-07-2018,14:58:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4977.66,безналичный,Гродно,МаксБанк-GNKM-037,23-11-2020,08:13:32,неправильный ввод пин-кода,да,263.66
физ. лицо,списание средств,4939.75,безналичный,Витебск,Беларусбанк-HULG-250,13-08-2019,03:02:06,неправильный ввод пин-кода,да,88.32
физ. лицо,списание средств,4102.4,безналичный,Гродно,Приорбанк-KPCC-835,10-09-2016,00:50:40,неправильный ввод пин-кода,да,44.32
физ. лицо,списание средств,400.97,наличный,Витебск,Беларусбанк-THNM-071,05-10-2004,14:29:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1806.9,наличный,Могилев,БелАгропромбанк-RYFZ-502,24-10-2014,14:48:04,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3320.34,наличный,Витебск,Белинвестбанк-QAJM-331,04-09-2008,14:21:37,неправильный ввод пин-кода,да,53.33
юр. лицо,списание средств,3769.13,наличный,Брест,Белинвестбанк-VWWV-819,08-05-2003,19:09:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,130.07,наличный,Минск,БелАгропромбанк-FWJE-503,10-08-2021,09:00:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2665.97,наличный,Витебск,БелАгропромбанк-AOPB-800,13-06-2011,01:40:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,270.38,безналичный,Брест,МаксБанк-VKAU-843,08-10-2006,04:00:21,неправильный ввод пин-кода,да,13.14
юр. лицо,списание средств,3118.56,наличный,Гомель,Беларусбанк-LTNW-634,23-08-2021,19:28:26,неправильный ввод пин-кода,да,159.37
физ. лицо,списание средств,3330.98,безналичный,Гродно,Белинвестбанк-BTTZ-599,19-09-2000,05:56:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2343.76,безналичный,Брест,Беларусбанк-FZQW-958,28-03-2009,10:21:56,неправильный ввод пин-кода,да,131.18
физ. лицо,списание средств,2064.87,безналичный,Гомель,МаксБанк-UAED-744,07-02-2003,11:15:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1611.12,наличный,Минск,Приорбанк-WNMB-713,01-06-2014,12:02:32,неправильный ввод пин-кода,да,156.41
юр. лицо,списание средств,4233.75,наличный,Минск,МаксБанк-IZIA-668,17-01-2012,04:30:07,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1607.68,безналичный,Гродно,МаксБанк-YHGA-788,17-10-2006,08:53:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2921.51,безналичный,Могилев,МаксБанк-ZBQM-557,04-04-2014,02:49:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2668.26,наличный,Брест,Беларусбанк-NTZL-979,10-11-2008,19:39:58,неправильный ввод пин-кода,да,243.77
физ. лицо,списание средств,2867.18,безналичный,Брест,МаксБанк-KEKN-635,03-09-2023,18:56:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1817.99,наличный,Гродно,Приорбанк-YDFP-306,01-07-2020,05:56:36,неправильный ввод пин-кода,да,159.3
юр. лицо,списание средств,54.62,безналичный,Гомель,Беларусбанк-EZZM-652,20-09-2009,12:05:29,неправильный ввод пин-кода,да,1.69
физ. лицо,списание средств,4945.17,безналичный,Гродно,МаксБанк-ZXNT-139,13-08-2009,13:35:01,неправильный ввод пин-кода,да,177.55
физ. лицо,списание средств,1344.94,безналичный,Гродно,Белинвестбанк-XCOW-253,24-11-2010,12:40:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1333.76,безналичный,Минск,Белинвестбанк-XIKA-326,12-01-2019,11:45:41,неправильный ввод пин-кода,да,65.78
физ. лицо,списание средств,2604.27,наличный,Гродно,Белинвестбанк-YNTM-833,28-09-2015,05:44:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3542.78,безналичный,Гродно,Беларусбанк-RYQC-546,01-06-2010,16:01:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,903.83,безналичный,Брест,Беларусбанк-CEEN-435,21-10-2015,08:26:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3748.31,наличный,Гомель,БелАгропромбанк-MNYL-364,28-05-2017,05:30:15,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,214.69,наличный,Минск,Приорбанк-AETJ-469,31-01-2024,14:57:50,неправильный ввод пин-кода,да,13.44
юр. лицо,списание средств,3295.33,наличный,Минск,БелАгропромбанк-TDIN-420,29-07-2015,23:57:29,неправильный ввод пин-кода,да,268.21
